Stock,Monthly Return
EXPE,0.12679745146160393
AMT,0.09115716692118392
ADI,0.06839443269779566
MU,0.04045325433228575
PG,0.03477946142599486
XOM,0.02864918867019539
DG,0.01746670730920341
NXPI,0.016117708660712493
WFC,-0.01132151666050063
LMT,-0.024024528273439594
