date,15 Year Mortgage Rate,30 Year Mortgage Rate
2021-04-22,2.29,2.97
2021-04-29,2.31,2.98
2021-05-06,2.3,2.96
2021-05-13,2.26,2.94
2021-05-20,2.29,3.0
2021-05-27,2.27,2.95
2021-06-03,2.27,2.99
2021-06-10,2.23,2.96
2021-06-17,2.24,2.93
2021-06-24,2.34,3.02
2021-07-01,2.26,2.98
2021-07-08,2.2,2.9
2021-07-15,2.22,2.88
2021-07-22,2.12,2.78
2021-07-29,2.1,2.8
2021-08-05,2.1,2.77
2021-08-12,2.15,2.87
2021-08-19,2.16,2.86
2021-08-26,2.17,2.87
2021-09-02,2.18,2.87
2021-09-09,2.19,2.88
2021-09-16,2.12,2.86
2021-09-23,2.15,2.88
2021-09-30,2.28,3.01
2021-10-07,2.23,2.99
2021-10-14,2.3,3.05
2021-10-21,2.33,3.09
2021-10-28,2.37,3.14
2021-11-04,2.35,3.09
2021-11-10,2.27,2.98
2021-11-18,2.39,3.1
2021-11-24,2.42,3.1
2021-12-02,2.39,3.11
2021-12-09,2.38,3.1
2021-12-16,2.34,3.12
2021-12-23,2.3,3.05
2021-12-30,2.33,3.11
2022-01-06,2.43,3.22
2022-01-13,2.62,3.45
2022-01-20,2.79,3.56
2022-01-27,2.8,3.55
2022-02-03,2.77,3.55
2022-02-10,2.93,3.69
2022-02-17,3.15,3.92
2022-02-24,3.14,3.89
2022-03-03,3.01,3.76
2022-03-10,3.09,3.85
2022-03-17,3.39,4.16
2022-03-24,3.63,4.42
2022-03-31,3.83,4.67
2022-04-07,3.91,4.72
2022-04-14,4.17,5.0
2022-04-21,4.38,5.11
2022-04-28,4.4,5.1
2022-05-05,4.52,5.27
2022-05-12,4.48,5.3
2022-05-19,4.43,5.25
2022-05-26,4.31,5.1
2022-06-02,4.32,5.09
2022-06-09,4.38,5.23
2022-06-16,4.81,5.78
2022-06-23,4.92,5.81
2022-06-30,4.83,5.7
2022-07-07,4.45,5.3
2022-07-14,4.67,5.51
2022-07-21,4.75,5.54
2022-07-28,4.58,5.3
2022-08-04,4.26,4.99
2022-08-11,4.59,5.22
2022-08-18,4.55,5.13
2022-08-25,4.85,5.55
2022-09-01,4.98,5.66
2022-09-08,5.16,5.89
2022-09-15,5.21,6.02
2022-09-22,5.44,6.29
2022-09-29,5.96,6.7
2022-10-06,5.9,6.66
2022-10-13,6.09,6.92
2022-10-20,6.23,6.94
2022-10-27,6.36,7.08
2022-11-03,6.29,6.95
2022-11-10,6.38,7.08
2022-11-17,5.98,6.61
2022-11-23,5.9,6.58
2022-12-01,5.76,6.49
2022-12-08,5.67,6.33
2022-12-15,5.54,6.31
2022-12-22,5.69,6.27
2022-12-29,5.68,6.42
2023-01-05,5.73,6.48
2023-01-12,5.52,6.33
2023-01-19,5.28,6.15
2023-01-26,5.17,6.13
2023-02-02,5.14,6.09
2023-02-09,5.25,6.12
2023-02-16,5.51,6.32
2023-02-23,5.76,6.5
2023-03-02,5.89,6.65
2023-03-09,5.95,6.73
2023-03-16,5.9,6.6
2023-03-23,5.68,6.42
2023-03-30,5.56,6.32
2023-04-06,5.64,6.28
2023-04-13,5.54,6.27
2023-04-20,5.76,6.39
2023-04-27,5.71,6.43
2023-05-04,5.76,6.39
2023-05-11,5.75,6.35
2023-05-18,5.75,6.39
2023-05-25,5.97,6.57
2023-06-01,6.18,6.79
2023-06-08,6.07,6.71
2023-06-15,6.1,6.69
2023-06-22,6.03,6.67
2023-06-29,6.06,6.71
2023-07-06,6.24,6.81
2023-07-13,6.3,6.96
2023-07-20,6.06,6.78
2023-07-27,6.11,6.81
2023-08-03,6.25,6.9
2023-08-10,6.34,6.96
2023-08-17,6.46,7.09
2023-08-24,6.55,7.23
2023-08-31,6.55,7.18
2023-09-07,6.52,7.12
2023-09-14,6.51,7.18
2023-09-21,6.54,7.19
2023-09-28,6.72,7.31
2023-10-05,6.78,7.49
2023-10-12,6.89,7.57
2023-10-19,6.92,7.63
2023-10-26,7.03,7.79
2023-11-02,7.03,7.76
2023-11-09,6.81,7.5
2023-11-16,6.76,7.44
2023-11-22,6.67,7.29
2023-11-30,6.56,7.22
2023-12-07,6.29,7.03
2023-12-14,6.38,6.95
2023-12-21,5.95,6.67
2023-12-28,5.93,6.61
2024-01-04,5.89,6.62
2024-01-11,5.87,6.66
2024-01-18,5.76,6.6
2024-01-25,5.96,6.69
2024-02-01,5.94,6.63
2024-02-08,5.9,6.64
2024-02-15,6.12,6.77
2024-02-22,6.29,6.9
2024-02-29,6.26,6.94
2024-03-07,6.22,6.88
2024-03-14,6.16,6.74
2024-03-21,6.21,6.87
2024-03-28,6.11,6.79
2024-04-04,6.06,6.82
2024-04-11,6.16,6.88
2024-04-18,6.39,7.1
2024-04-25,6.44,7.17
2024-05-02,6.47,7.22
2024-05-09,6.38,7.09
2024-05-16,6.28,7.02
2024-05-23,6.24,6.94
2024-05-30,6.36,7.03
2024-06-06,6.29,6.99
2024-06-13,6.17,6.95
