Ticker,Monthly Return
PG,0.06705647640986001
KO,0.08585561193198932
PEP,0.0012162324965676596
PM,0.07059740356792776
UL,0.0634708439987377
BUD,0.032605018936285424
MDLZ,0.050621787296494025
MO,0.0971230830289398
WMT,0.1283529200631799
COST,0.08562044389636547
PG,0.06705647640986001
KO,0.08585561193198932
PEP,0.0012162324965676596
PM,0.07059740356792776
UL,0.0634708439987377
BUD,0.032605018936285424
MDLZ,0.050621787296494025
MO,0.0971230830289398
WMT,0.1283529200631799
COST,0.08562044389636547
PG,0.06705647640986001
KO,0.08585561193198932
PEP,0.0012162324965676596
PM,0.07059740356792776
UL,0.0634708439987377
BUD,0.032605018936285424
MDLZ,0.050621787296494025
MO,0.0971230830289398
WMT,0.1283529200631799
COST,0.08562044389636547
PG,0.06705647640986001
KO,0.08585561193198932
PEP,0.0012162324965676596
PM,0.07059740356792776
UL,0.0634708439987377
BUD,0.032605018936285424
MDLZ,0.050621787296494025
MO,0.0971230830289398
WMT,0.1283529200631799
COST,0.08562044389636547
PG,0.06705647640986001
KO,0.08585561193198932
PEP,0.0012162324965676596
PM,0.07059740356792776
UL,0.0634708439987377
BUD,0.032605018936285424
MDLZ,0.050621787296494025
MO,0.0971230830289398
WMT,0.1283529200631799
COST,0.08562044389636547
PG,0.06705647640986001
KO,0.08585561193198932
PEP,0.0012162324965676596
PM,0.07059740356792776
UL,0.0634708439987377
BUD,0.032605018936285424
MDLZ,0.050621787296494025
MO,0.0971230830289398
WMT,0.1283529200631799
COST,0.08562044389636547
PG,0.06705647640986001
KO,0.08585561193198932
PEP,0.0012162324965676596
PM,0.07059740356792776
UL,0.0634708439987377
BUD,0.032605018936285424
MDLZ,0.050621787296494025
MO,0.0971230830289398
WMT,0.1283529200631799
COST,0.08562044389636547
PG,0.06705647640986001
KO,0.08585561193198932
PEP,0.0012162324965676596
PM,0.07059740356792776
UL,0.0634708439987377
BUD,0.032605018936285424
MDLZ,0.050621787296494025
MO,0.0971230830289398
WMT,0.1283529200631799
COST,0.08562044389636547
PG,0.06705647640986001
KO,0.08585561193198932
PEP,0.0012162324965676596
PM,0.07059740356792776
UL,0.0634708439987377
BUD,0.032605018936285424
MDLZ,0.050621787296494025
MO,0.0971230830289398
XOM,0.0025256673497977555
CVX,-0.06770210546679845
SHEL,-0.012015858454948236
COP,0.03069348106897518
BP,-0.02645765449871329
PBR,0.09619607931967766
EQNR,0.03854691135863453
CNQ,0.02057495917854557
XOM,0.0025256673497977555
CVX,-0.06770210546679845
SHEL,-0.012015858454948236
COP,0.03069348106897518
BP,-0.02645765449871329
PBR,0.09619607931967766
EQNR,0.03854691135863453
CNQ,0.02057495917854557
XOM,0.0025256673497977555
CVX,-0.06770210546679845
SHEL,-0.012015858454948236
COP,0.03069348106897518
BP,-0.02645765449871329
PBR,0.09619607931967766
EQNR,0.03854691135863453
CNQ,0.02057495917854557
XOM,0.0025256673497977555
CVX,-0.06770210546679845
SHEL,-0.012015858454948236
COP,0.03069348106897518
BP,-0.02645765449871329
PBR,0.09619607931967766
EQNR,0.03854691135863453
CNQ,0.02057495917854557
XOM,0.0025256673497977555
CVX,-0.06770210546679845
SHEL,-0.012015858454948236
COP,0.03069348106897518
BP,-0.02645765449871329
PBR,0.09619607931967766
EQNR,0.03854691135863453
CNQ,0.02057495917854557
XOM,0.0025256673497977555
CVX,-0.06770210546679845
SHEL,-0.012015858454948236
COP,0.03069348106897518
BP,-0.02645765449871329
PBR,0.09619607931967766
EQNR,0.03854691135863453
CNQ,0.02057495917854557
XOM,0.0025256673497977555
CVX,-0.06770210546679845
SHEL,-0.012015858454948236
COP,0.03069348106897518
BP,-0.02645765449871329
PBR,0.09619607931967766
EQNR,0.03854691135863453
CNQ,0.02057495917854557
XOM,0.0025256673497977555
CVX,-0.06770210546679845
SHEL,-0.012015858454948236
COP,0.03069348106897518
BP,-0.02645765449871329
PBR,0.09619607931967766
EQNR,0.03854691135863453
CNQ,0.02057495917854557
XOM,0.0025256673497977555
CVX,-0.06770210546679845
SHEL,-0.012015858454948236
COP,0.03069348106897518
BP,-0.02645765449871329
PBR,0.09619607931967766
EQNR,0.03854691135863453
CNQ,0.02057495917854557
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
JPM,0.056390976634907775
V,0.04236150493096669
MA,0.04233250360039764
BAC,0.010915286725946327
WFC,-0.007133839324406699
AXP,0.022170410840976817
MS,0.0038756082688415905
HSBC,-0.003650995970978732
RY,0.08090210388717445
GS,0.00832690208425535
LLY,0.1953217826616509
NVO,0.05316186792319488
UNH,0.024368299980772834
JNJ,0.05871959205725652
MRK,0.047025544276352305
ABBV,0.05930277250177274
AZN,0.11381600673069237
NVS,0.08440972146893633
TMO,0.002820589547399166
DHR,-0.028042404324447157
LLY,0.1953217826616509
NVO,0.05316186792319488
UNH,0.024368299980772834
JNJ,0.05871959205725652
MRK,0.047025544276352305
ABBV,0.05930277250177274
AZN,0.11381600673069237
NVS,0.08440972146893633
TMO,0.002820589547399166
DHR,-0.028042404324447157
LLY,0.1953217826616509
NVO,0.05316186792319488
UNH,0.024368299980772834
JNJ,0.05871959205725652
MRK,0.047025544276352305
ABBV,0.05930277250177274
AZN,0.11381600673069237
NVS,0.08440972146893633
TMO,0.002820589547399166
DHR,-0.028042404324447157
LLY,0.1953217826616509
NVO,0.05316186792319488
UNH,0.024368299980772834
JNJ,0.05871959205725652
MRK,0.047025544276352305
ABBV,0.05930277250177274
AZN,0.11381600673069237
NVS,0.08440972146893633
TMO,0.002820589547399166
DHR,-0.028042404324447157
LLY,0.1953217826616509
NVO,0.05316186792319488
UNH,0.024368299980772834
JNJ,0.05871959205725652
MRK,0.047025544276352305
ABBV,0.05930277250177274
AZN,0.11381600673069237
NVS,0.08440972146893633
TMO,0.002820589547399166
DHR,-0.028042404324447157
LLY,0.1953217826616509
NVO,0.05316186792319488
UNH,0.024368299980772834
JNJ,0.05871959205725652
MRK,0.047025544276352305
ABBV,0.05930277250177274
AZN,0.11381600673069237
NVS,0.08440972146893633
TMO,0.002820589547399166
DHR,-0.028042404324447157
LLY,0.1953217826616509
NVO,0.05316186792319488
UNH,0.024368299980772834
JNJ,0.05871959205725652
MRK,0.047025544276352305
ABBV,0.05930277250177274
AZN,0.11381600673069237
NVS,0.08440972146893633
TMO,0.002820589547399166
DHR,-0.028042404324447157
LLY,0.1953217826616509
NVO,0.05316186792319488
UNH,0.024368299980772834
JNJ,0.05871959205725652
MRK,0.047025544276352305
ABBV,0.05930277250177274
AZN,0.11381600673069237
NVS,0.08440972146893633
TMO,0.002820589547399166
DHR,-0.028042404324447157
LLY,0.1953217826616509
NVO,0.05316186792319488
UNH,0.024368299980772834
JNJ,0.05871959205725652
MRK,0.047025544276352305
ABBV,0.05930277250177274
AZN,0.11381600673069237
NVS,0.08440972146893633
TMO,0.002820589547399166
DHR,-0.028042404324447157
LLY,0.1953217826616509
NVO,0.05316186792319488
UNH,0.024368299980772834
JNJ,0.05871959205725652
MRK,0.047025544276352305
ABBV,0.05930277250177274
AZN,0.11381600673069237
NVS,0.08440972146893633
TMO,0.002820589547399166
DHR,-0.028042404324447157
GE,0.025969437415968022
CAT,0.028596168536713096
HON,0.020989587930709597
UNP,0.04345844656870623
RTX,0.055409174235262704
ETN,0.010410131304827264
UPS,-0.0014055573447364633
BA,-0.0884575029929161
LMT,0.04830973955064266
DE,0.03699117920761763
GE,0.025969437415968022
CAT,0.028596168536713096
HON,0.020989587930709597
UNP,0.04345844656870623
RTX,0.055409174235262704
ETN,0.010410131304827264
UPS,-0.0014055573447364633
BA,-0.0884575029929161
LMT,0.04830973955064266
DE,0.03699117920761763
GE,0.025969437415968022
CAT,0.028596168536713096
HON,0.020989587930709597
UNP,0.04345844656870623
RTX,0.055409174235262704
ETN,0.010410131304827264
UPS,-0.0014055573447364633
BA,-0.0884575029929161
LMT,0.04830973955064266
DE,0.03699117920761763
GE,0.025969437415968022
CAT,0.028596168536713096
HON,0.020989587930709597
UNP,0.04345844656870623
RTX,0.055409174235262704
ETN,0.010410131304827264
UPS,-0.0014055573447364633
BA,-0.0884575029929161
LMT,0.04830973955064266
DE,0.03699117920761763
GE,0.025969437415968022
CAT,0.028596168536713096
HON,0.020989587930709597
UNP,0.04345844656870623
RTX,0.055409174235262704
ETN,0.010410131304827264
UPS,-0.0014055573447364633
BA,-0.0884575029929161
LMT,0.04830973955064266
DE,0.03699117920761763
GE,0.025969437415968022
CAT,0.028596168536713096
HON,0.020989587930709597
UNP,0.04345844656870623
RTX,0.055409174235262704
ETN,0.010410131304827264
UPS,-0.0014055573447364633
BA,-0.0884575029929161
LMT,0.04830973955064266
DE,0.03699117920761763
GE,0.025969437415968022
CAT,0.028596168536713096
HON,0.020989587930709597
UNP,0.04345844656870623
RTX,0.055409174235262704
ETN,0.010410131304827264
UPS,-0.0014055573447364633
BA,-0.0884575029929161
LMT,0.04830973955064266
DE,0.03699117920761763
GE,0.025969437415968022
CAT,0.028596168536713096
HON,0.020989587930709597
UNP,0.04345844656870623
RTX,0.055409174235262704
ETN,0.010410131304827264
UPS,-0.0014055573447364633
BA,-0.0884575029929161
LMT,0.04830973955064266
DE,0.03699117920761763
GE,0.025969437415968022
CAT,0.028596168536713096
HON,0.020989587930709597
UNP,0.04345844656870623
RTX,0.055409174235262704
ETN,0.010410131304827264
UPS,-0.0014055573447364633
BA,-0.0884575029929161
LMT,0.04830973955064266
DE,0.03699117920761763
GE,0.025969437415968022
CAT,0.028596168536713096
HON,0.020989587930709597
UNP,0.04345844656870623
RTX,0.055409174235262704
ETN,0.010410131304827264
UPS,-0.0014055573447364633
BA,-0.0884575029929161
LMT,0.04830973955064266
DE,0.03699117920761763
LIN,0.05457552500672391
BHP,-0.007203272464878396
RIO,-0.0008215915562219678
SCCO,-0.03533441608172949
SHW,0.055052328469124445
FCX,-0.024884410304168547
ECL,0.09749009491682381
APD,0.05685048191401254
CRH,0.06338257659990854
NEM,0.08803746179233407
LIN,0.05457552500672391
BHP,-0.007203272464878396
RIO,-0.0008215915562219678
SCCO,-0.03533441608172949
SHW,0.055052328469124445
FCX,-0.024884410304168547
ECL,0.09749009491682381
APD,0.05685048191401254
CRH,0.06338257659990854
NEM,0.08803746179233407
LIN,0.05457552500672391
BHP,-0.007203272464878396
RIO,-0.0008215915562219678
SCCO,-0.03533441608172949
SHW,0.055052328469124445
FCX,-0.024884410304168547
ECL,0.09749009491682381
APD,0.05685048191401254
CRH,0.06338257659990854
NEM,0.08803746179233407
LIN,0.05457552500672391
BHP,-0.007203272464878396
RIO,-0.0008215915562219678
SCCO,-0.03533441608172949
SHW,0.055052328469124445
FCX,-0.024884410304168547
ECL,0.09749009491682381
APD,0.05685048191401254
CRH,0.06338257659990854
NEM,0.08803746179233407
LIN,0.05457552500672391
BHP,-0.007203272464878396
RIO,-0.0008215915562219678
SCCO,-0.03533441608172949
SHW,0.055052328469124445
FCX,-0.024884410304168547
ECL,0.09749009491682381
APD,0.05685048191401254
CRH,0.06338257659990854
NEM,0.08803746179233407
LIN,0.05457552500672391
BHP,-0.007203272464878396
RIO,-0.0008215915562219678
SCCO,-0.03533441608172949
SHW,0.055052328469124445
FCX,-0.024884410304168547
ECL,0.09749009491682381
APD,0.05685048191401254
CRH,0.06338257659990854
NEM,0.08803746179233407
LIN,0.05457552500672391
BHP,-0.007203272464878396
RIO,-0.0008215915562219678
SCCO,-0.03533441608172949
SHW,0.055052328469124445
FCX,-0.024884410304168547
ECL,0.09749009491682381
APD,0.05685048191401254
CRH,0.06338257659990854
NEM,0.08803746179233407
LIN,0.05457552500672391
BHP,-0.007203272464878396
RIO,-0.0008215915562219678
SCCO,-0.03533441608172949
SHW,0.055052328469124445
FCX,-0.024884410304168547
ECL,0.09749009491682381
APD,0.05685048191401254
CRH,0.06338257659990854
NEM,0.08803746179233407
LIN,0.05457552500672391
BHP,-0.007203272464878396
RIO,-0.0008215915562219678
SCCO,-0.03533441608172949
SHW,0.055052328469124445
FCX,-0.024884410304168547
ECL,0.09749009491682381
APD,0.05685048191401254
CRH,0.06338257659990854
NEM,0.08803746179233407
LIN,0.05457552500672391
BHP,-0.007203272464878396
RIO,-0.0008215915562219678
SCCO,-0.03533441608172949
SHW,0.055052328469124445
FCX,-0.024884410304168547
ECL,0.09749009491682381
APD,0.05685048191401254
CRH,0.06338257659990854
NEM,0.08803746179233407
PLD,0.014042019835093678
AMT,0.01660618767452582
EQIX,0.06127921755334498
WELL,0.09099032164751453
PSA,0.1615300947012217
DLR,0.014181517421139267
SPG,0.09065434984870491
O,0.08646597369654963
CCI,0.017623499089227224
EXR,0.10888363246755328
PLD,0.014042019835093678
AMT,0.01660618767452582
EQIX,0.06127921755334498
WELL,0.09099032164751453
PSA,0.1615300947012217
DLR,0.014181517421139267
SPG,0.09065434984870491
O,0.08646597369654963
CCI,0.017623499089227224
EXR,0.10888363246755328
PLD,0.014042019835093678
AMT,0.01660618767452582
EQIX,0.06127921755334498
WELL,0.09099032164751453
PSA,0.1615300947012217
DLR,0.014181517421139267
SPG,0.09065434984870491
O,0.08646597369654963
CCI,0.017623499089227224
EXR,0.10888363246755328
PLD,0.014042019835093678
AMT,0.01660618767452582
EQIX,0.06127921755334498
WELL,0.09099032164751453
PSA,0.1615300947012217
DLR,0.014181517421139267
SPG,0.09065434984870491
O,0.08646597369654963
CCI,0.017623499089227224
EXR,0.10888363246755328
PLD,0.014042019835093678
AMT,0.01660618767452582
EQIX,0.06127921755334498
WELL,0.09099032164751453
PSA,0.1615300947012217
DLR,0.014181517421139267
SPG,0.09065434984870491
O,0.08646597369654963
CCI,0.017623499089227224
EXR,0.10888363246755328
PLD,0.014042019835093678
AMT,0.01660618767452582
EQIX,0.06127921755334498
WELL,0.09099032164751453
PSA,0.1615300947012217
DLR,0.014181517421139267
SPG,0.09065434984870491
O,0.08646597369654963
CCI,0.017623499089227224
EXR,0.10888363246755328
PLD,0.014042019835093678
AMT,0.01660618767452582
EQIX,0.06127921755334498
WELL,0.09099032164751453
PSA,0.1615300947012217
DLR,0.014181517421139267
SPG,0.09065434984870491
O,0.08646597369654963
CCI,0.017623499089227224
EXR,0.10888363246755328
PLD,0.014042019835093678
AMT,0.01660618767452582
EQIX,0.06127921755334498
WELL,0.09099032164751453
PSA,0.1615300947012217
DLR,0.014181517421139267
SPG,0.09065434984870491
O,0.08646597369654963
CCI,0.017623499089227224
EXR,0.10888363246755328
PLD,0.014042019835093678
AMT,0.01660618767452582
EQIX,0.06127921755334498
WELL,0.09099032164751453
PSA,0.1615300947012217
DLR,0.014181517421139267
SPG,0.09065434984870491
O,0.08646597369654963
CCI,0.017623499089227224
EXR,0.10888363246755328
PLD,0.014042019835093678
AMT,0.01660618767452582
EQIX,0.06127921755334498
WELL,0.09099032164751453
PSA,0.1615300947012217
DLR,0.014181517421139267
SPG,0.09065434984870491
O,0.08646597369654963
CCI,0.017623499089227224
EXR,0.10888363246755328
MSFT,-0.0010950882242097837
NVDA,0.020082089992564223
TSM,0.035585004752035854
AVGO,0.013318488585916333
ASML,-0.035048592571799375
ORCL,0.01319466746617115
AMD,0.028239216166290326
ADBE,0.041257949285225415
CRM,-0.022797504539313063
MSFT,-0.0010950882242097837
NVDA,0.020082089992564223
TSM,0.035585004752035854
AVGO,0.013318488585916333
ASML,-0.035048592571799375
ORCL,0.01319466746617115
AMD,0.028239216166290326
ADBE,0.041257949285225415
CRM,-0.022797504539313063
MSFT,-0.0010950882242097837
NVDA,0.020082089992564223
TSM,0.035585004752035854
AVGO,0.013318488585916333
ASML,-0.035048592571799375
ORCL,0.01319466746617115
AMD,0.028239216166290326
ADBE,0.041257949285225415
CRM,-0.022797504539313063
MSFT,-0.0010950882242097837
NVDA,0.020082089992564223
TSM,0.035585004752035854
AVGO,0.013318488585916333
ASML,-0.035048592571799375
ORCL,0.01319466746617115
AMD,0.028239216166290326
ADBE,0.041257949285225415
CRM,-0.022797504539313063
MSFT,-0.0010950882242097837
NVDA,0.020082089992564223
TSM,0.035585004752035854
AVGO,0.013318488585916333
ASML,-0.035048592571799375
ORCL,0.01319466746617115
AMD,0.028239216166290326
ADBE,0.041257949285225415
CRM,-0.022797504539313063
MSFT,-0.0010950882242097837
NVDA,0.020082089992564223
TSM,0.035585004752035854
AVGO,0.013318488585916333
ASML,-0.035048592571799375
ORCL,0.01319466746617115
AMD,0.028239216166290326
ADBE,0.041257949285225415
CRM,-0.022797504539313063
MSFT,-0.0010950882242097837
NVDA,0.020082089992564223
TSM,0.035585004752035854
AVGO,0.013318488585916333
ASML,-0.035048592571799375
ORCL,0.01319466746617115
AMD,0.028239216166290326
ADBE,0.041257949285225415
CRM,-0.022797504539313063
MSFT,-0.0010950882242097837
NVDA,0.020082089992564223
TSM,0.035585004752035854
AVGO,0.013318488585916333
ASML,-0.035048592571799375
ORCL,0.01319466746617115
AMD,0.028239216166290326
ADBE,0.041257949285225415
CRM,-0.022797504539313063
MSFT,-0.0010950882242097837
NVDA,0.020082089992564223
TSM,0.035585004752035854
AVGO,0.013318488585916333
ASML,-0.035048592571799375
ORCL,0.01319466746617115
AMD,0.028239216166290326
ADBE,0.041257949285225415
CRM,-0.022797504539313063
MSFT,-0.0010950882242097837
NVDA,0.020082089992564223
TSM,0.035585004752035854
AVGO,0.013318488585916333
ASML,-0.035048592571799375
ORCL,0.01319466746617115
AMD,0.028239216166290326
ADBE,0.041257949285225415
CRM,-0.022797504539313063
NEE,0.06075989142914695
SO,0.043079664755410585
DUK,0.05255400718693415
CEG,0.03828439479439072
NGG,0.03335921842797762
SRE,0.026480175009129248
AEP,0.03127038979241692
PEG,0.012285362895508856
NEE,0.06075989142914695
SO,0.043079664755410585
DUK,0.05255400718693415
CEG,0.03828439479439072
NGG,0.03335921842797762
SRE,0.026480175009129248
AEP,0.03127038979241692
PEG,0.012285362895508856
NEE,0.06075989142914695
SO,0.043079664755410585
DUK,0.05255400718693415
CEG,0.03828439479439072
NGG,0.03335921842797762
SRE,0.026480175009129248
AEP,0.03127038979241692
PEG,0.012285362895508856
NEE,0.06075989142914695
SO,0.043079664755410585
DUK,0.05255400718693415
CEG,0.03828439479439072
NGG,0.03335921842797762
SRE,0.026480175009129248
AEP,0.03127038979241692
PEG,0.012285362895508856
NEE,0.06075989142914695
SO,0.043079664755410585
DUK,0.05255400718693415
CEG,0.03828439479439072
NGG,0.03335921842797762
SRE,0.026480175009129248
AEP,0.03127038979241692
PEG,0.012285362895508856
NEE,0.06075989142914695
SO,0.043079664755410585
DUK,0.05255400718693415
CEG,0.03828439479439072
NGG,0.03335921842797762
SRE,0.026480175009129248
AEP,0.03127038979241692
PEG,0.012285362895508856
NEE,0.06075989142914695
SO,0.043079664755410585
DUK,0.05255400718693415
CEG,0.03828439479439072
NGG,0.03335921842797762
SRE,0.026480175009129248
AEP,0.03127038979241692
PEG,0.012285362895508856
NEE,0.06075989142914695
SO,0.043079664755410585
DUK,0.05255400718693415
CEG,0.03828439479439072
NGG,0.03335921842797762
SRE,0.026480175009129248
AEP,0.03127038979241692
PEG,0.012285362895508856
NEE,0.06075989142914695
SO,0.043079664755410585
DUK,0.05255400718693415
CEG,0.03828439479439072
NGG,0.03335921842797762
SRE,0.026480175009129248
AEP,0.03127038979241692
PEG,0.012285362895508856
NEE,0.06075989142914695
SO,0.043079664755410585
DUK,0.05255400718693415
CEG,0.03828439479439072
NGG,0.03335921842797762
SRE,0.026480175009129248
AEP,0.03127038979241692
PEG,0.012285362895508856
