Ticker,Date,Open Price,Close Price,Volume
^DJI,2020-01-02 00:00:00-05:00,28638.970703125,28868.80078125,251820000.0
^DJI,2020-01-03 00:00:00-05:00,28553.330078125,28634.880859375,239590000.0
^DJI,2020-01-06 00:00:00-05:00,28465.5,28703.380859375,252760000.0
^DJI,2020-01-07 00:00:00-05:00,28639.1796875,28583.6796875,258900000.0
^DJI,2020-01-08 00:00:00-05:00,28556.140625,28745.08984375,291750000.0
^DJI,2020-01-09 00:00:00-05:00,28851.970703125,28956.900390625,275060000.0
^DJI,2020-01-10 00:00:00-05:00,28977.51953125,28823.76953125,237830000.0
^DJI,2020-01-13 00:00:00-05:00,28869.009765625,28907.05078125,249830000.0
^DJI,2020-01-14 00:00:00-05:00,28895.5,28939.669921875,287440000.0
^DJI,2020-01-15 00:00:00-05:00,28901.80078125,29030.220703125,260270000.0
^DJI,2020-01-16 00:00:00-05:00,29131.94921875,29297.640625,252110000.0
^DJI,2020-01-17 00:00:00-05:00,29313.310546875,29348.099609375,321820000.0
^DJI,2020-01-21 00:00:00-05:00,29269.05078125,29196.0390625,320640000.0
^DJI,2020-01-22 00:00:00-05:00,29263.630859375,29186.26953125,283440000.0
^DJI,2020-01-23 00:00:00-05:00,29111.01953125,29160.08984375,307060000.0
^DJI,2020-01-24 00:00:00-05:00,29230.390625,28989.73046875,380010000.0
^DJI,2020-01-27 00:00:00-05:00,28542.490234375,28535.80078125,337270000.0
^DJI,2020-01-28 00:00:00-05:00,28594.279296875,28722.849609375,330140000.0
^DJI,2020-01-29 00:00:00-05:00,28820.529296875,28734.44921875,302290000.0
^DJI,2020-01-30 00:00:00-05:00,28640.16015625,28859.439453125,326850000.0
^DJI,2020-01-31 00:00:00-05:00,28813.0390625,28256.029296875,403890000.0
^DJI,2020-02-03 00:00:00-05:00,28319.650390625,28399.810546875,307910000.0
^DJI,2020-02-04 00:00:00-05:00,28696.740234375,28807.630859375,332750000.0
^DJI,2020-02-05 00:00:00-05:00,29048.73046875,29290.849609375,357540000.0
^DJI,2020-02-06 00:00:00-05:00,29388.580078125,29379.76953125,263700000.0
^DJI,2020-02-07 00:00:00-05:00,29286.919921875,29102.509765625,252860000.0
^DJI,2020-02-10 00:00:00-05:00,28995.66015625,29276.8203125,250510000.0
^DJI,2020-02-11 00:00:00-05:00,29390.7109375,29276.33984375,279540000.0
^DJI,2020-02-12 00:00:00-05:00,29406.75,29551.419921875,309530000.0
^DJI,2020-02-13 00:00:00-05:00,29436.029296875,29423.310546875,291150000.0
^DJI,2020-02-14 00:00:00-05:00,29440.470703125,29398.080078125,231000000.0
^DJI,2020-02-18 00:00:00-05:00,29282.779296875,29232.189453125,256600000.0
^DJI,2020-02-19 00:00:00-05:00,29312.69921875,29348.029296875,240640000.0
^DJI,2020-02-20 00:00:00-05:00,29296.25,29219.98046875,287780000.0
^DJI,2020-02-21 00:00:00-05:00,29146.529296875,28992.41015625,311210000.0
^DJI,2020-02-24 00:00:00-05:00,28402.9296875,27960.80078125,452580000.0
^DJI,2020-02-25 00:00:00-05:00,28037.650390625,27081.359375,513270000.0
^DJI,2020-02-26 00:00:00-05:00,27159.4609375,26957.58984375,472450000.0
^DJI,2020-02-27 00:00:00-05:00,26526.0,25766.640625,664980000.0
^DJI,2020-02-28 00:00:00-05:00,25270.830078125,25409.359375,915990000.0
^DJI,2020-03-02 00:00:00-05:00,25590.509765625,26703.3203125,637200000.0
^DJI,2020-03-03 00:00:00-05:00,26762.470703125,25917.41015625,647080000.0
^DJI,2020-03-04 00:00:00-05:00,26383.6796875,27090.859375,457590000.0
^DJI,2020-03-05 00:00:00-05:00,26671.919921875,26121.279296875,477370000.0
^DJI,2020-03-06 00:00:00-05:00,25457.2109375,25864.779296875,599780000.0
^DJI,2020-03-09 00:00:00-04:00,24992.359375,23851.01953125,750430000.0
^DJI,2020-03-10 00:00:00-04:00,24453.0,25018.16015625,654860000.0
^DJI,2020-03-11 00:00:00-04:00,24604.630859375,23553.220703125,663960000.0
^DJI,2020-03-12 00:00:00-04:00,22184.7109375,21200.619140625,908260000.0
^DJI,2020-03-13 00:00:00-04:00,21973.8203125,23185.619140625,843080000.0
^DJI,2020-03-16 00:00:00-04:00,20917.529296875,20188.51953125,770130000.0
^DJI,2020-03-17 00:00:00-04:00,20487.05078125,21237.380859375,793060000.0
^DJI,2020-03-18 00:00:00-04:00,20188.689453125,19898.919921875,871360000.0
