Date,Price,Close,High,Low,Open,Volume,Returns,MA5,MA10,MA20,MA50,MA200,Price_to_MA5,Price_to_MA10,Price_to_MA20,Price_to_MA50,Price_to_MA200,MA5_cross_MA10,MA10_cross_MA20,MA20_cross_MA50,MA50_cross_MA200,Volatility,PrevClose,TR,ATR14,ATR_Ratio,RSI,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Positive,MACD_Cross_Signal,BB_Middle,BB_StdDev,BB_Upper,BB_Lower,BB_Width,BB_Position,Volume_Change,Volume_MA10,Relative_Volume,Volume_Price_Trend,OBV,OBV_MA20,OBV_Signal,Body_Size,Upper_Shadow,Lower_Shadow,Is_Bullish,Gap_Up,Gap_Down,Returns_5d,Returns_10d,Returns_20d,Target,Buy_Probability,Buy_Signal
2015-10-16,1.940000057220459,1.940000057220459,2.0,1.8899999856948853,2.0,21544900,-0.015228411651818208,1.9300000190734863,1.903000009059906,1.8160000085830688,1.8243999981880188,2.3345999872684478,1.0051813668643244,1.0194430099760385,1.06828196478597,1.0633633299425858,0.8309774984151856,1,1,0,0,0.026985895292723657,1.9700000286102293,0.11000001430511475,0.07714287723813744,0.039764368537526816,74.13792713644015,1.8911234260054806,1.855692311746908,0.035431114258572594,0.014805960914150755,0.02062515334442184,1,0,1.8160000085830688,0.10490096089856672,2.025801930380202,1.6061980867859353,0.231059384147064,0.795516951358747,-0.211592155772109,11528230.0,1.8688818665137665,-10332449.863278905,-102544600,-139776245.0,1,0.5454539543341783,0.0,0.45454604566582174,0,0,0,-0.010204071702683337,0.06010929602486548,0.03743318303400622,1,0.6196004198428378,1
2015-10-19,2.009999990463257,2.009999990463257,2.009999990463257,1.909999966621399,1.909999966621399,10670800,0.03608243875162076,1.9580000162124633,1.9240000128746033,1.8260000109672547,1.8227999997138977,2.3312999868392943,1.0265576985803002,1.0446985327511318,1.100766691342206,1.1026991391149559,0.8621799004032741,1,1,1,0,0.02673320250802329,1.940000057220459,0.10000002384185791,0.0814285874366761,0.040511735235336375,76.5624933061214,1.9094121282297538,1.8671225101703413,0.04228961805941256,0.020302692343203116,0.021986925716209443,1,0,1.8260000109672547,0.11348081488158951,2.052961640730434,1.5990383812040756,0.24858885914568507,0.9053548163361249,-0.5047180539245947,11835750.0,0.9015736222884059,-9585494.575631658,-91873800,-136875890.0,1,1.0,0.0,0.0,1,0,0,0.07486630231972957,0.11666669095004112,0.11049726740686205,1,0.6011616780923215,1
2015-10-20,2.0199999809265137,2.0199999809265137,2.0299999713897705,1.9700000286102293,2.0,5584200,0.004975119657066207,1.978000020980835,1.9430000066757203,1.840500009059906,1.8246000003814697,2.3280999863147738,1.0212335487867448,1.0396294256233858,1.0975278299282885,1.1070919546772946,0.8676603207768745,1,1,1,0,0.024038053106709298,2.009999990463257,0.05999994277954124,0.08214286395481663,0.04066478452001774,74.99999006589496,1.9264256440292553,1.878446767263391,0.04797887676586421,0.025837929227735337,0.022140947538128872,1,0,1.840500009059906,0.11896372790509106,2.0784274648700882,1.602572553249724,0.2585465413083167,0.8772157594325981,-0.47668403493646216,11538330.0,0.4839695172524967,-9529652.628886739,-86289600,-133197565.0,1,0.3333333333333321,0.16666666666666605,0.5000000000000019,1,0,0,0.052083346915120954,0.10382510030354086,0.16763003390505093,1,0.598309250993205,1
2015-10-21,2.0999999046325684,2.0999999046325684,2.119999885559082,2.009999990463257,2.0199999809265137,14944100,0.03960392300071258,2.0079999923706056,1.9669999957084656,1.8605000019073485,1.8285999989509583,2.325449985265732,1.045816689547568,1.0676156122085803,1.1287287839181344,1.148419504450021,0.9030509870942672,1,1,1,0,0.024243492257023793,2.0199999809265137,0.1099998950958252,0.08642857415335527,0.041156465751591285,77.27271577872018,1.953129376429765,1.894858110772219,0.05827126565754592,0.03232459651369746,0.025946669143848466,1,0,1.8605000019073485,0.1274228280303955,2.1153456579681396,1.6056543458465575,0.273953943348055,0.9698920641364382,1.6761398230722397,12246820.0,1.2202432958106675,-8334125.769031087,-71345500,-128289575.0,1,0.7272727272727273,0.18181818181818182,0.09090909090909091,1,0,0,0.07692300168250132,0.12903219810840505,0.2352940268995054,1,0.616593101016131,1
2015-10-22,2.140000104904175,2.140000104904175,2.1600000858306885,2.0899999141693115,2.0999999046325684,8208400,0.01904771528006588,2.0420000076293947,1.9880000114440919,1.881500005722046,1.833400001525879,2.3232499861717226,1.0479922120022667,1.076458799087063,1.137390432312503,1.1672303387821112,0.9211234768715058,1,1,1,0,0.0243117603993576,2.0999999046325684,0.07000017166137695,0.08357144253594544,0.039052074037018616,75.40983061930379,1.981878719271982,1.913016777004216,0.0688619422677661,0.03963206566451119,0.029229876603254906,1,0,1.881500005722046,0.13727709718828798,2.156054200098622,1.60694581134547,0.2918460733899523,0.9707633401287118,-0.45072637361902024,12147790.0,0.675711384539904,-8005788.125121633,-63137100,-123533550.0,1,0.5714300311305781,0.2857133125796146,0.1428566562898073,1,0,0,0.08629445371829525,0.10880837464429449,0.24418608680681708,1,0.5899629503205455,1
2015-10-23,2.2100000381469727,2.2100000381469727,2.2100000381469727,2.0999999046325684,2.0999999046325684,9564200,0.0327102475754002,2.096000003814697,2.013000011444092,1.9065000057220458,1.8418000030517578,2.3212499868869783,1.0543893292580138,1.0978638974579817,1.159192253613439,1.199913147184889,0.9520732582149833,1,1,1,0,0.024413343310165515,2.140000104904175,0.1100001335144043,0.08428573608398444,0.038138341461141256,81.53846351352644,2.0169743067912114,1.9350155370888646,0.08195876970234672,0.0480974064720783,0.03386136323026842,1,0,1.9065000057220458,0.1493944019350929,2.205288809592232,1.60771120185186,0.313442227089872,1.0078838773302692,0.16517226256030404,12241300.0,0.7813059070523556,-7336294.763600865,-53572900,-118017085.0,1,1.0,0.0,0.0,1,0,0,0.13917524379527957,0.1275510179256707,0.2923976542958564,0,0.5957762472744428,1
2015-10-26,2.150000095367432,2.150000095367432,2.2100000381469727,2.119999885559082,2.2100000381469727,6313500,-0.02714929490673179,2.1240000247955324,2.041000020503998,1.9310000121593478,1.8480000042915343,2.318849986791611,1.0122410876969752,1.0534052296758518,1.1134127818897248,1.1634199623239043,0.927183779724448,1,1,1,0,0.02422587145094425,2.2100000381469727,0.09000015258789062,0.08642859969820302,0.04019934691371839,73.52941743642866,2.0374398127260145,1.9509403191835735,0.08649949354244102,0.05577782388615085,0.030721669656290168,1,0,1.9310000121593478,0.14700162500596134,2.2250032621712705,1.636996762147425,0.30450880182351997,0.8724450039229212,-0.3398820601827649,12103990.0,0.521604859224107,-7715104.402339495,-59886400,-112531640.0,1,0.6666649006061071,0.0,0.33333509939389294,0,0,0,0.06965179381513753,0.14973266838774268,0.2951808063847925,0,0.5943094388710878,1
2015-10-27,2.150000095367432,2.150000095367432,2.1600000858306885,2.0999999046325684,2.119999885559082,5755600,0.0,2.150000047683716,2.0640000343322757,1.9550000190734866,1.8550000071525574,2.3164499866962434,1.0000000221784722,1.0416666955448857,1.0997442835762017,1.159029696537685,0.9281444053250618,1,1,1,0,0.024358120911784256,2.150000095367432,0.06000018119812012,0.08714290176119129,0.04053158041665048,72.30769936149676,2.0547567792862327,1.9656854877897851,0.08907129149644755,0.06243651740821019,0.026634774088237355,1,0,1.9550000190734866,0.1412165336957946,2.2374330864650758,1.6725669516818975,0.28893408146915495,0.8452146699656468,-0.08836619941395418,12009710.0,0.4792455438141304,-7715104.402339495,-59886400,-107396460.0,1,0.5000019868154998,0.16666600439482845,0.33333200878967173,1,0,0,0.06435649290515899,0.11979174136649995,0.2874252398908559,0,0.5988076547667246,1
2015-10-28,2.180000066757202,2.180000066757202,2.200000047683716,2.119999885559082,2.140000104904175,6950600,0.013953474446075864,2.1660000801086428,2.087000036239624,1.9780000209808353,1.8626000094413757,2.314049986600876,1.0064635208359998,1.044561585482838,1.1021233789857094,1.170406987923843,0.9420712946479689,1,1,1,0,0.024032885997597196,2.150000095367432,0.08000016212463379,0.08571434020996097,0.03931850347943472,70.49181256938816,2.0740249773586896,1.9815606417873715,0.09246433557131817,0.06844208104083178,0.024022254530486384,1,0,1.9780000209808353,0.13835882080134546,2.254717662583526,1.7012823793781444,0.27979538793480324,0.8649930749019555,0.2076238793522831,11686340.0,0.5947627743159963,-7506586.601197759,-52935800,-102200725.0,1,0.4999985098869004,0.2499992549434502,0.25000223516964937,1,0,0,0.0380953170274696,0.11794872484577046,0.2674418781949994,0,0.5966247288381826,1
2015-10-29,2.130000114440918,2.130000114440918,2.180000066757202,2.109999895095825,2.150000095367432,4500400,-0.022935757240897803,2.164000082015991,2.1030000448226933,1.997500026226044,1.8692000126838684,2.311549986600876,0.9842883704776025,1.012838834542441,1.0663329594369075,1.1395249839435764,0.9214596815070712,1,1,1,0,0.02528584574472642,2.180000066757202,0.07000017166137695,0.08571434872491021,0.040241476112506454,63.492072202242596,2.0826365369098014,1.9925561582802267,0.09008037862957474,0.07276974055858038,0.017310638070994366,1,0,1.997500026226044,0.1302982654185269,2.258096557063098,1.7369034953889901,0.2609226807665272,0.7542245819414298,-0.3525163295255086,9403670.0,0.4785791079440261,-7731606.386601964,-57436200,-97506595.0,1,0.2857133125796209,0.4285699688694155,0.28571671855096353,0,0,0,-0.004672892510771409,0.08121831650102229,0.2241379900957634,0,0.5961226055957279,1
