Date,Price,Close,High,Low,Open,Volume,Returns,MA5,MA10,MA20,MA50,MA200,Price_to_MA5,Price_to_MA10,Price_to_MA20,Price_to_MA50,Price_to_MA200,MA5_cross_MA10,MA10_cross_MA20,MA20_cross_MA50,MA50_cross_MA200,Volatility,PrevClose,TR,ATR14,ATR_Ratio,RSI,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Positive,MACD_Cross_Signal,BB_Middle,BB_StdDev,BB_Upper,BB_Lower,BB_Width,BB_Position,Volume_Change,Volume_MA10,Relative_Volume,Volume_Price_Trend,OBV,OBV_MA20,OBV_Signal,Body_Size,Upper_Shadow,Lower_Shadow,Is_Bullish,Gap_Up,Gap_Down,Returns_5d,Returns_10d,Returns_20d,Target,Buy_Probability,Buy_Signal
2015-10-16,129.40028381347656,129.40028381347656,130.0250583383701,128.3707150138793,129.2330864701717,1493900,0.01253245735657793,127.77581329345703,125.44563751220703,125.69818344116212,127.32474685668946,131.44779472351075,1.0127134430073137,1.0315247814088768,1.0294522981236827,1.016301127691408,0.9844233909413166,1,0,0,0,0.019682215817031667,127.79865264892578,2.226405689444306,3.9353683894275227,0.030412362890178363,67.74631458941528,126.23442629414683,126.42324553953335,-0.18881924538652584,-0.9218983287782312,0.7330790833917054,1,0,125.69818344116212,3.666478945328985,133.0311413318201,118.36522555050415,0.11667563826155763,0.752428858007683,-0.5640793697111176,2063450.0,0.7239816811650391,47719760.832977146,8419100,4619710.0,1,0.10106568620290093,0.37765711363802584,0.5212772001590732,1,1,0,0.04669412100640846,0.036658869863472,0.0012940678207249423,0,0.3641803460069854,0
2015-10-19,130.948974609375,130.948974609375,131.44175807342103,128.78424533126676,128.78424533126676,1308000,0.011968217922387225,128.64698791503906,125.9701026916504,125.66474380493165,127.26933578491212,131.55740005493163,1.01789382504514,1.0395242348092062,1.0420502254207913,1.0289122183420643,0.9953752092599688,1,1,0,0,0.01941821365384181,129.40028381347656,2.6575127421542675,3.8303991798035306,0.029251081890711513,68.11505535690817,126.95974141956654,126.75848472989199,0.20125668967455113,-0.6972673250876747,0.8985240147622259,1,0,125.66474380493165,3.6122981423615945,132.88934008965484,118.44014752020846,0.11498207159739048,0.8657111481521226,-0.12443938683981526,2044320.0,0.6398215543554825,49745448.3940123,9727100,4684845.0,1,0.8145696702674844,0.1854303297325156,0.0,1,0,0,0.03440845556548555,0.041722127584702395,-0.005081325554720073,0,0.37676848600974205,0
2015-10-20,130.44740295410156,130.44740295410156,131.55616580530614,129.74342078606276,131.09857538197946,945500,-0.0038302831829698514,128.94793090820312,126.74271926879882,125.64626541137696,127.2091487121582,131.67405685424805,1.0116285079980532,1.0292299526684903,1.0382115419587303,1.0254561426967073,0.9906841641440098,1,1,0,0,0.019388013952995865,130.948974609375,1.8127450192433798,3.7266866834597505,0.028568500399896807,64.25610834642342,127.49630473257193,127.03173793168529,0.4645668008866437,-0.464900499892811,0.9294673007794547,1,0,125.64626541137696,3.5854003356089303,132.8170660825948,118.4754647401591,0.11414267901620506,0.8347699763846043,-0.2771406727828746,1976700.0,0.47832245661961853,49271212.39395127,8781600,4794305.0,1,0.3592189861041174,0.25242955764273545,0.38835145625314715,0,0,0,0.01166964167799156,0.0629570394567267,-0.0028250758962121703,0,0.37309862921910497,0
2015-10-21,125.65151977539062,125.65151977539062,131.45056040424586,122.09642964195434,131.38895576038354,3640000,-0.03676488048135684,128.8493667602539,127.0401512145996,125.36071395874023,127.05146774291993,131.75943435668944,0.975181507947855,0.9890693499186468,1.0023197523966407,0.9889812530905822,0.9536434365317331,1,1,0,0,0.021020839873646363,130.44740295410156,9.354130762291518,4.163531777556386,0.03313554650989451,55.782488678013344,127.21249166223635,126.92949954973753,0.2829921124988175,-0.31532197741448537,0.5983140899133028,1,0,125.36071395874023,3.324076085572323,132.0088661298849,118.71256178759559,0.10606436356660744,0.5218711763181794,2.8498149127445798,2004880.0,1.8155700091776066,31814197.623443455,5141600,4645125.0,1,0.6133585397503457,0.006585822395242293,0.38005563785441204,0,0,0,-0.003906800239579233,0.024245087516774566,-0.04347532157134604,0,0.30566816854363915,0
2015-10-22,122.6772003173828,122.6772003173828,125.95950015979118,119.00770969793838,125.176323698001,5605600,-0.02367117774082317,127.82507629394532,127.22317657470703,125.02412414550781,126.88599014282227,131.82724643707274,0.9597271824448239,0.9642677035763624,0.981228232197863,0.9668301455448148,0.9305906300329372,1,1,0,0,0.021393047597617683,125.65151977539062,6.951790461852795,4.335755573084919,0.03534279851404925,46.38619982973213,126.51475453225888,126.61451442141495,-0.09975988915607559,-0.2722095597628034,0.17244967060672783,1,0,125.02412414550781,3.2321326986232135,131.48838954275425,118.55985874826139,0.1034082892630077,0.3184694096002976,0.54,2365640.0,2.3695913156693327,15141352.46963478,-464000,4309440.0,0,0.35949348507148954,0.11265823762781312,0.5278482773006974,0,0,0,-0.040074384395992535,0.015145220055668984,-0.052019538381794184,0,0.31797374899688124,0
2015-10-23,124.03239440917967,124.03239440917967,126.08273646196884,122.56283870830732,123.26682094450848,3150500,0.011046829307245432,126.75149841308594,127.26365585327149,124.98188438415528,126.74376113891601,131.87580696105957,0.9785477565318822,0.9746097075207607,0.9924029792025125,0.9786074935336299,0.9405242498027261,0,1,0,0,0.02014516759212233,122.6772003173828,3.5198977536615104,4.454553196300161,0.03591443362453122,47.23035371465474,126.13285297486208,126.4232462723605,-0.2903932974984258,-0.2758463073099279,-0.014546990188497921,0,0,124.98188438415528,3.2396654149837665,131.4612152141228,118.50255355418774,0.10368431972192212,0.42672931820488963,-0.4379727415441701,2485540.0,1.2675314016270107,19410891.455840833,2686500,4241770.0,0,0.2174987792968753,0.5825004577636752,0.20000076293944943,1,0,0,-0.04148282558664562,0.003274291342132196,-0.0067650083214694234,0,0.37676799028988717,0
2015-10-26,124.72757720947266,124.72757720947266,125.25555379695922,122.79162277332368,124.0411982465994,1991800,0.005604848665579976,125.50721893310546,127.07710342407226,125.22079734802246,126.6222705078125,131.93544738769532,0.9937880726681678,0.9815110184974949,0.9960611963108731,0.9850366504190671,0.9453682060360763,0,1,0,0,0.01791269106972229,124.03239440917967,2.4639310236355385,4.333242897878231,0.03474165853956101,53.596214726736875,125.9166567032637,126.29764115659103,-0.3809844533273292,-0.29687393651340815,-0.08411051681392107,0,0,125.22079734802246,3.017576292837069,131.2559499336966,119.18564476234832,0.09639217627565203,0.4591377242291623,-0.36778289160450717,2542920.0,0.7832727730325767,20795556.5574644,4678300,4420750.0,1,0.27857068898808246,0.21428221099612274,0.5071471000157948,1,0,0,-0.047510088707918285,-0.014736381918651342,0.03983565192131766,0,0.3767678661658997,0
2015-10-27,127.323486328125,127.323486328125,128.56425334012286,124.36677208003564,124.36677208003564,2728200,0.020812631630715117,124.88243560791015,126.91518325805664,125.52746849060058,126.50714050292969,132.01228214263915,1.0195467898134125,1.0032171333609325,1.0143077675278611,1.006452962433187,0.9644821244022741,0,1,0,0,0.018314461218705926,124.72757720947266,4.197481260087216,4.335128535490482,0.03404814508706143,57.630112003897025,126.13309203016544,126.37362968781576,-0.24053765765032153,-0.2856066807407909,0.04506902309046934,1,1,125.52746849060058,2.895578376816512,131.3186252442336,119.73631173696756,0.09226915548076485,0.6550655520071793,0.36971583492318505,2586920.0,1.054613207984785,27877715.814971723,7406500,4601145.0,1,0.7044020127508372,0.29559798724916275,0.0,1,0,0,-0.02394771038159893,-0.012557529902768927,0.05060994833746135,0,0.2774761158656279,0
2015-10-28,124.78034973144533,124.78034973144533,127.57866136534976,118.56773375468173,124.07636765502654,5090900,-0.019973821562863647,124.7082015991211,126.7787841796875,125.60666465759277,126.31661743164062,132.07010089874268,1.0005785355846615,0.9842368385122724,0.9934214085821003,0.9878379604249086,0.944803925205703,0,1,0,0,0.018670830295780243,127.323486328125,9.010927610668034,4.775749598664647,0.038273250627547585,56.311638553809786,125.92497783036235,126.25560895030685,-0.3306311199444991,-0.29461156858153253,-0.036019551362966584,0,0,125.60666465759277,2.849765429913858,131.3061955174205,119.90713379776506,0.09075204528939282,0.42751026825983146,0.8660288835129388,2938140.0,1.7326948341467732,14930861.714935174,2315600,4436365.0,0,0.07812537252938734,0.31054645590444124,0.6113281715661714,1,0,0,-0.006933223294891766,-0.010812936816041452,0.012856893549890724,0,0.3640351835459763,0
2015-10-29,124.3755874633789,124.3755874633789,125.58116160911229,123.54840931921495,123.94440856971303,2397800,-0.0032437981536159732,125.04787902832031,126.43647766113281,125.7122615814209,126.14165420532227,132.11924781799317,0.994623726766376,0.9837001928883421,0.9893671937707026,0.9859993373872463,0.9413888552765461,0,1,0,0,0.018593555912207398,124.78034973144533,2.0327522898973314,4.6588387003577685,0.03745782267544678,51.29930714221344,125.68661008159567,126.11634809942329,-0.4297380178276171,-0.32163685843074946,-0.10810115939686765,0,0,125.7122615814209,2.7569899698357894,131.22624152109248,120.19828164174933,0.08772382057736341,0.37879225780048686,-0.5290027303620185,2835220.0,0.845719203448057,13960322.748565512,-82200,4258825.0,0,0.21211580762142473,0.5930747940735414,0.19480939830503388,1,0,0,0.013844358540968882,-0.026784830000910365,0.01727364179021218,0,0.37091881721404735,0
