Stock,Monthly Return
EXPE,0.12621852365493846
GM,0.1120624098256795
USB,0.08381226390507912
ACN,0.08208811027909468
FIS,0.07797983855390678
AXP,0.07441982265332414
EBAY,0.06730592229006294
AMT,0.06672330454013964
MAR,0.062283704391209005
HD,0.05569303549056559
